category,bank_slug,subject,course_semester,unit,unit_title,topic,question,option_a,option_b,option_c,option_d,correct_answer,marks,difficulty,bloom_level,co_mapping,tags
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,2,Soil Classification and Compaction,Soil Classification and Compaction,"Which term is best described as: ""A laboratory compaction test used to determine dry-density and moisture relationships.""",Atterberg limits,Proctor test,Void ratio,Shear strength,B,1,Medium,Understand,CO2,"preloaded,geotechnical-engineering,soil-classification-and-compaction"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,2,Soil Classification and Compaction,Soil Classification and Compaction,"In Geotechnical Engineering, what does ""Optimum moisture content""?",Time-dependent volume decrease of saturated soil caused by drainage under load.,The water content at which a specified compactive effort produces maximum dry density.,The ratio of mass of water to mass of dry soil solids.,A laboratory compaction test used to determine dry-density and moisture relationships.,B,1,Hard,Analyze,CO2,"preloaded,geotechnical-engineering,soil-classification-and-compaction"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,3,Permeability and Seepage,Permeability and Seepage,"Which description best matches ""Permeability""?",Water-content boundaries defining consistency states of fine-grained soils.,The ratio of volume of voids to volume of solids in soil.,The ability of soil to transmit water through connected pores.,The ratio of mass of water to mass of dry soil solids.,C,1,Easy,Remember,CO3,"preloaded,geotechnical-engineering,permeability-and-seepage"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,3,Permeability and Seepage,Permeability and Seepage,"Which term is best described as: ""A relation stating that discharge through porous media is proportional to hydraulic gradient under appropriate conditions.""",Water content,Pile foundation,Consolidation,Darcy law,D,1,Medium,Understand,CO3,"preloaded,geotechnical-engineering,permeability-and-seepage"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,3,Permeability and Seepage,Permeability and Seepage,"In Geotechnical Engineering, what does ""Flow net""?",The ability of soil to transmit water through connected pores.,The ability of soil to support foundation loads without shear failure.,A graphical network of flow lines and equipotential lines for two-dimensional seepage.,Water-content boundaries defining consistency states of fine-grained soils.,C,1,Hard,Analyze,CO3,"preloaded,geotechnical-engineering,permeability-and-seepage"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,4,Consolidation and Shear Strength,Consolidation and Shear Strength,"Which description best matches ""Consolidation""?",The ability of soil to support foundation loads without shear failure.,The water content at which a specified compactive effort produces maximum dry density.,Time-dependent volume decrease of saturated soil caused by drainage under load.,"The stress carried by the soil skeleton, equal to total stress minus pore-water pressure.",C,1,Easy,Remember,CO4,"preloaded,geotechnical-engineering,consolidation-and-shear-strength"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,4,Consolidation and Shear Strength,Consolidation and Shear Strength,"Which term is best described as: ""The stress carried by the soil skeleton, equal to total stress minus pore-water pressure.""",Shear strength,Proctor test,Optimum moisture content,Effective stress,D,1,Medium,Understand,CO4,"preloaded,geotechnical-engineering,consolidation-and-shear-strength"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,4,Consolidation and Shear Strength,Consolidation and Shear Strength,"In Geotechnical Engineering, what does ""Shear strength""?",A graphical network of flow lines and equipotential lines for two-dimensional seepage.,The ratio of mass of water to mass of dry soil solids.,A relation stating that discharge through porous media is proportional to hydraulic gradient under appropriate conditions.,The maximum shear resistance soil can mobilize before failure.,D,1,Hard,Analyze,CO4,"preloaded,geotechnical-engineering,consolidation-and-shear-strength"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,5,Foundations,Foundations,"Which description best matches ""Bearing capacity""?",The ability of soil to support foundation loads without shear failure.,The water content at which a specified compactive effort produces maximum dry density.,The fraction of total soil volume occupied by voids.,A laboratory compaction test used to determine dry-density and moisture relationships.,A,1,Easy,Remember,CO5,"preloaded,geotechnical-engineering,foundations"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,5,Foundations,Foundations,"Which term is best described as: ""Downward movement of a foundation due to deformation or compression of supporting soil.""",Porosity,Darcy law,Bearing capacity,Settlement,D,1,Medium,Understand,CO5,"preloaded,geotechnical-engineering,foundations"
Civil Foundation,geotechnical-engineering,Geotechnical Engineering,B.Tech Civil,5,Foundations,Foundations,"In Geotechnical Engineering, what does ""Pile foundation""?","A deep foundation transferring loads to deeper soil or rock through end bearing, shaft resistance or both.",Downward movement of a foundation due to deformation or compression of supporting soil.,The maximum shear resistance soil can mobilize before failure.,The ability of soil to support foundation loads without shear failure.,A,1,Hard,Analyze,CO5,"preloaded,geotechnical-engineering,foundations"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,1,Highway Planning and Geometry,Highway Planning and Geometry,"Which description best matches ""Sight distance""?",The total time required for a traffic signal to complete all of its phases.,A layered pavement that distributes loads through grain-to-grain contact and layer stiffness.,"California Bearing Ratio, an empirical measure used to evaluate subgrade strength.",The length of roadway visible to a driver needed for safe operation.,D,1,Easy,Remember,CO1,"preloaded,transportation-engineering,highway-planning-and-geometry"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,1,Highway Planning and Geometry,Highway Planning and Geometry,"Which term is best described as: ""Transverse roadway slope provided on curves to help counter lateral acceleration.""",Gauge,Superelevation,Taxiway,Level of service,B,1,Medium,Understand,CO1,"preloaded,transportation-engineering,highway-planning-and-geometry"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,1,Highway Planning and Geometry,Highway Planning and Geometry,"In Transportation Engineering, what does ""Gradient""?",Equivalent single axle load used to express cumulative traffic loading in pavement design.,"A path connecting runways with aprons, terminals or other airport facilities.",The longitudinal slope of a roadway.,The total time required for a traffic signal to complete all of its phases.,C,1,Hard,Analyze,CO1,"preloaded,transportation-engineering,highway-planning-and-geometry"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,2,Traffic Engineering,Traffic Engineering,"Which description best matches ""Traffic volume""?",The length of roadway visible to a driver needed for safe operation.,The number of vehicles passing a point during a specified time.,The total time required for a traffic signal to complete all of its phases.,"A path connecting runways with aprons, terminals or other airport facilities.",B,1,Easy,Remember,CO2,"preloaded,transportation-engineering,traffic-engineering"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,2,Traffic Engineering,Traffic Engineering,"Which term is best described as: ""A qualitative measure of operating conditions experienced by road users.""",Sight distance,Level of service,ESAL,Rigid pavement,B,1,Medium,Understand,CO2,"preloaded,transportation-engineering,traffic-engineering"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,2,Traffic Engineering,Traffic Engineering,"In Transportation Engineering, what does ""Signal cycle""?",The number of vehicles passing a point during a specified time.,The total time required for a traffic signal to complete all of its phases.,The longitudinal slope of a roadway.,A defined rectangular area prepared for aircraft takeoff and landing.,B,1,Hard,Analyze,CO2,"preloaded,transportation-engineering,traffic-engineering"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,3,Pavement Materials,Pavement Materials,"Which description best matches ""Bitumen""?",A pavement using a cement-concrete slab with significant flexural stiffness.,A viscous hydrocarbon binder commonly used in flexible pavements.,The longitudinal slope of a roadway.,A defined rectangular area prepared for aircraft takeoff and landing.,B,1,Easy,Remember,CO3,"preloaded,transportation-engineering,pavement-materials"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,3,Pavement Materials,Pavement Materials,"Which term is best described as: ""Granular material providing much of the structural skeleton of pavement layers.""",Level of service,Sight distance,Flexible pavement,Aggregate,D,1,Medium,Understand,CO3,"preloaded,transportation-engineering,pavement-materials"
Civil Foundation,transportation-engineering,Transportation Engineering,B.Tech Civil,3,Pavement Materials,Pavement Materials,"In Transportation Engineering, what does ""CBR""?","California Bearing Ratio, an empirical measure used to evaluate subgrade strength.",A layered pavement that distributes loads through grain-to-grain contact and layer stiffness.,Transverse roadway slope provided on curves to help counter lateral acceleration.,The total time required for a traffic signal to complete all of its phases.,A,1,Hard,Analyze,CO3,"preloaded,transportation-engineering,pavement-materials"
